eventid,region,summary,success,suicide,attacktype,targtype,target,gname,weaptype,weapsubtype,site,target
284,South Asia," An explosive device detonated against a vehicle of government employees in Dashti Qala, Takhar, Afghanistan. Four government employees were killed, and one other was injured in the blast. No group claimed responsibility for the incident.",1,0,Bombing/Explosion,Government (General),Vehicle of Employees,Unknown,Explosives,Landmine,"""Four people killed in mine blast in north Afghanistan,"" Afghan Islamic Press (AIP) news agency, February 3, 2021.",1
3755,Middle East & North Africa," Assailants in Gaza fired a rocket that landed and damaged houses in Mevasseret Zion, Jerusalem, Israel. There were no reported casualties. This was one of at least three related attacks in and around Jerusalem in which seven rockets were fired on the same evening. Hamas (Islamic Resistance Movement) Ezzedine al-Qassam Brigades claimed responsibility for the incidents and stated that the attacks were carried out in retaliation for Israeli ""crimes and aggression."" Sources noted that the attack occurred shortly after an ultimatum from the group for Israel to remove its personnel from areas in East Jerusalem.",1,0,Bombing/Explosion,Private Citizens & Property,Residences,Hamas (Islamic Resistance Movement),Explosives,"Projectile (rockets, mortars, RPGs, etc.)","""2nd LD: 7 rockets fired from Gaza at Jerusalem area: Israeli military,"" Xinhua General News Service, May 11, 2021.",1
4851,South Asia," An explosives-laden drone attacked an Indian Air Force station in Satwari area, Jammu, Jammu and Kashmir. India. This was one of two attacks targeting this station on the same date. At least two personnel were injured across both attacks. In addition, two unexploded explosive devices were recovered from the station. No group claimed responsibility for the incident; however, sources attributed the attack to Lashkar-e-Taiba (LeT). Sources also attributed the attack to The Resistance Front (TRF).",1,0,Bombing/Explosion,Military,Station,Lashkar-e-Taiba (LeT),Explosives,Pressure Trigger,"""Two unexploded IEDs to demystify attack on Jammu IAF station,"" The Pioneer (India), June 28, 2021.",1
1805,South Asia," Assailants attacked Afghan security forces in Muqur district, Badghis, Afghanistan. This was one of two related incidents in this area on this day. Seven assailants were killed and five others wounded across both attacks. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban.",0,0,Unknown,Military,Forces,Taliban,Unknown,,"""Afghan Forces Kill 59 Taliban Rebels in Latest Military Stings,"" Afghanistan Times, January 19, 2021.",1
1288,South Asia," Assailants shot and killed a National Directorate of Security (NDS) member in Police District 8, Kabul, Afghanistan. The Taliban claimed responsibility for the incident.",1,0,Armed Assault,Government (General),Member,Taliban,Firearms,Unknown Gun Type,"""Afghan War Casualty Report: June 2021,"" The New York Times, June 3, 2021.",1
6599,South Asia,Consectetur voluptatem ipsum dolor amet. Quiquia voluptatem sit neque. Labore dolor adipisci velit ut. Aliquam adipisci dorandom tempora sit est numquam ut. Quiquia labore velit aliquam dolor numquam quiquia porro. Quisquam magnam quiquia quaerat.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Gchntv pcy jmpbm yqvlkq mqpwo.,0
6044,Middle East & North Africa,Ut dolor aliquam quiquia velit. Labore est sed aliquam quiquia non dolor quisquam. Voluptatem est est quaerat labore. Sed etincidunt dolore quisquam ipsum. Dorandom ipsum quisquam ut dorandom. Consectetur labore amet voluptatem. Est quisquam labore numquam dolor porro ipsum consectetur.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Dyyyyjc hkcxncl hyux rnteimhg rdmahzcz.,0
3684,South Asia," Assailants opened fire on a pro-government militia convoy in Rustaq district, Takhar, Afghanistan. One militia member was killed in the attack. No group claimed responsibility for the incident.",1,0,Armed Assault,Terrorists/Non-State Militia,Pro-Government Militia Convoy,Unknown,Firearms,Unknown Gun Type,"""Afghan War Casualty Report: May 2021,"" NYTimes.com Feed, May 6, 2021.",1
290,Western Europe," Assailants detonated two explosive devices inside the vehicles of Member of Parliament Konstantinos Bogdanos and his wife in Kifissia, in Athens, Attica, Greece. There were no casualties in the attack. No group claimed responsibility for the incident.",1,0,Bombing/Explosion,Government (General),Vehicles of New Democracy MP: Constantinos Bogdanos,Unknown,Explosives,Other Explosive Type,"""Greek MP and his wife victims of an attack in Athens,"" Teller Report, February 3, 2021.",1
1265,Sub-Saharan Africa," Security forces discovered and defused an explosive device in Cuba ward, Farjano neighborhood, Kismayo, Lower Juba, Somalia. No group claimed responsibility for the incident.",0,0,Bombing/Explosion,Private Citizens & Property,Civilians,Unknown,Explosives,Landmine,"""Terrorism Digest: 2-3 Jun 21,"" BBC Monitoring, June 3, 2021.",1
4223,Middle East & North Africa," An explosive device detonated along a road in Nadoman, Diyala, Iraq. One shepherd was killed and another shepherd was injured in the blast. No group claimed responsibility for the incident; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL).",1,0,Bombing/Explosion,Private Citizens & Property,Shepherds,Islamic State of Iraq and the Levant (ISIL),Explosives,Unknown Explosive Type,"""Child killed and another injured in an IED blast in Khanaqin,"" Shafaaq.com, May 31, 2021.",1
3852,Sub-Saharan Africa," Assailants attacked Sambangu, Babila Babombi, Ituri, Democratic Republic of the Congo. This was one of six related incidents targeting villages in the Babila Babombi chiefdom on this date. At least 52 people were abducted across the attacks. The bodies of at least 21 hostages were discovered on May 15, 2021. The fate of the remaining hostages is unknown. No group claimed responsibility for the incident; however, sources attributed the attack to the Allied Democratic Forces (ADF).",1,0,Hostage Taking (Kidnapping),Private Citizens & Property,Village,Allied Democratic Forces (ADF),Incendiary,Arson/Fire,"""Terrorism Digest: 17-18 May 21,"" BBC Monitoring, May 18, 2021.",1
6750,Middle East & North Africa,Magnam amet labore est eius non. Dolor non quisquam porro porro. Numquam velit voluptatem ipsum eius adipisci etincidunt adipisci. Aliquam tempora est dorandom neque quaerat modi. Est consectetur eius modi voluptatem labore tempora. Aliquam numquam sed consectetur.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Hnvwhir boikcpx doxb vplgsl yyqmqmjx xpe iwkbt ekvi.,0
1904,Sub-Saharan Africa," Assailants abducted at least 23 civilians along Wukari-Takum road in Takum district Taraba, Nigeria. At least 19 hostages were rescued on January 31, 2021. The fate of the remaining hostages is unknown. No group claimed responsibility for the incident.",1,0,Hijacking,Private Citizens & Property,Jukun Civilians,Unknown,Firearms,Unknown Gun Type,"""Troops capture 17 Gana boys, rescue 19 kidnap victims,"" Sun News Online.com, February 1, 2021.",1
6507,Middle East & North Africa,Aliquam quaerat magnam etincidunt dorandom numquam quaerat. Porro porro etincidunt etincidunt tempora neque dolor. Ipsum adipisci voluptatem dolor dolore numquam adipisci. Ut quaerat dolore sed. Modi dorandom amet adipisci.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Soi aocvxf hdaptm ptkr swegpbuz ztrxd cvw yzyuhyjr.,0
5702,Middle East & North Africa,Sit dolore magnam magnam. Tempora dolore consectetur aliquam voluptatem tempora. Voluptatem ut eius amet amet dolor. Magnam est dorandom etincidunt ut dolor. Adipisci quiquia porro modi porro modi aliquam.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Ngik lztvg tgdk offf opivikpb.,0
6803,South Asia,Sit sit numquam dolore velit non ipsum. Tempora eius dolor modi ut eius sit modi. Eius labore consectetur modi est modi labore. Est numquam numquam est etincidunt magnam. Ipsum ut labore eius quiquia amet quaerat porro. Ipsum dorandom quiquia porro eius. Magnam dorandom quisquam quiquia dolore consectetur labore etincidunt.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Yjlizkkh nbd ekyxnicl gdiqoj oqcjy jxfz.,0
218,South Asia," A magnetic explosive device detonated targeting a military vehicle in Ahmad Shah Baba Mina, Kabul, Afghanistan. At least two soldiers were killed and two soldiers were injured in the blast. The Khorasan Chapter of the Islamic State claimed responsibility for the incident.",1,0,Bombing/Explosion,Military,Vehicle,Khorasan Chapter of the Islamic State,Explosives,Sticky Bomb,"""Blasts kill two police officers, injure four in Afghan capital,"" Tolo News TV website, January 27, 2021.",1
3605,South Asia," Assailants shot and killed a tribal elder in Naw Abad, Takhar, Afghanistan. No group claimed responsibility for the incident.",1,0,Assassination,Private Citizens & Property,Tribal Elder,Unknown,Firearms,Unknown Gun Type,"""Afghan War Casualty Report: May 2021,"" NYTimes.com Feed, May 6, 2021.",1
6913,South Asia,Amet labore neque ut. Magnam amet ut ipsum labore porro quisquam labore. Sit sed non dorandom est magnam. Est magnam tempora consectetur dolore. Quaerat eius tempora est tempora quiquia dorandom sit. Labore quisquam magnam ut consectetur sed dorandom. Etincidunt porro adipisci etincidunt dolor quiquia quaerat. Quaerat magnam dolor eius quaerat aliquam amet. Quiquia velit quisquam adipisci adipisci labore. Eius modi ut modi adipisci.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Xrc cvcjdpny yps sqfyoh etrpzl xclvrpz.,0
3855,South Asia," Two assailants threw a grenade that detonated in front of a hardware shop in Tingrai, Assam, India. Two people (Sanjit Sing and Surajit Talukdar) were killed and two others (Monjit Das and Ghanasyam Agarwala) were injured in the blast. No group claimed responsibility; however, sources attributed the attack to the United Liberation Front of Assam (ULFA), who denied involvement.",1,0,Bombing/Explosion,Business,Hardware Shop,United Liberation Front of Assam (ULFA),Explosives,Grenade,"""Duo arrested in connection with Tinsukia grenade blast have ties to ULFA: Assam Police,"" India Today, May 18, 2021.",1
2532,South Asia," Assailants attacked pro-government militia forces in Orma, Herat, Afghanistan. One militia member was killed, and two others were injured in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban.",1,0,Unknown,Terrorists/Non-State Militia,Forces,Taliban,Unknown,,"""Afghan War Casualty Report: March 2021,"" NYTimes.com Feed, March 4, 2021.",1
1006,Sub-Saharan Africa," Assailants attacked villages in Mangina, North Kivu, Democratic Republic of the Congo. It is unknown if there were any casualties in the attack and ensuing clash with security forces. No group claimed responsibility for the incident; however, sources attributed the attack to Allied Democratic Forces (ADF).",1,0,Armed Assault,Private Citizens & Property,Village,Allied Democratic Forces (ADF),Firearms,Unknown Gun Type,"""DR Congo's Ituri residents flee ADF rebel activity,"" Radio Okapi (Goma), May 5, 2021.",1
4127,Southeast Asia," An explosive device detonated at Ho Ya High School in Mongyai, Shan, Myanmar. There were no reported casualties in the blast. This was one of two attacks targeting schools in the town overnight. No group claimed responsibility for the incident.",1,0,Bombing/Explosion,Educational Institution,High School,Unknown,Explosives,Unknown Explosive Type,"""Several Killed During Bomb Blasts in Sha...,"" Bnionline.net, June 3, 2021.",1
1552,Western Europe," An explosive device detonated against the Warszawa Polish grocery store in Tilburg, North Brabant, Netherlands. There were no reported casualties. No group claimed responsibility for the incident; however, four suspects were arrested in relation to the attack. No group claimed responsibility for the incident; however, sources noted that the attack may have been part of a larger trend of violence against Polish grocery stores run by Iraqi-Kurds.",1,0,Bombing/Explosion,Business,Supermarket,Unknown,Explosives,Unknown Explosive Type,"""Police see explosions at Polish supermarkets as 'coordinated action',"" Teller Report, December 15, 2020.",1
4590,Sub-Saharan Africa," Assailants attacked Kwali village, Zamfara, Nigeria. This was one of eight attacks on villages in two districts of Zamfara state on this date. At least 100 people were killed or injured across the attacks. No group claimed responsibility for the incident; however, sources stated that the attacks were carried out in retaliation for an earlier attack on Fulani individuals in the area.",1,0,Armed Assault,Private Citizens & Property,Village,Fulani extremists,Firearms,Unknown Gun Type,"""Hundreds killed in north-west Nigeria attacks - report,"" HumAngle website, June 18, 2021.",1
1964,Western Europe," Assailants set fire to a 5G tower near Princes Road, Chelmsford, Essex, England, United Kingdom. This was one of two related attacks in this area on this day. There were no reported casualties. No group claimed responsibility; however, authorities suspected that the incident may have been carried out in relation to conspiracy theories regarding the link between 5G radio waves and the COVID-19 pandemic.",1,0,Facility/Infrastructure Attack,Telecommunication,5G Telecommunications Mast,Conspiracy theory extremists,Incendiary,Arson/Fire,"""Arsonists Attack Openreach Broadband Cabinets in Essex UK,"" ISPreview, February 1, 2021.",1
5712,South Asia,Ipsum numquam numquam adipisci ut sed. Magnam consectetur labore modi. Est neque quisquam etincidunt etincidunt. Dolor sit consectetur modi sit. Numquam dolor ut dolore porro magnam amet. Magnam quisquam porro sed adipisci. Non sit aliquam modi. Amet ut est ut. Dolore sed quaerat dolore dorandom dolore sit velit.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Nddft mztn fkuyp kcn xgn.,0
4555,Middle East & North Africa," Security forces shot and killed an assailant who attempted to run over and stab soldiers on patrol near Hizma, West Bank, West Bank and Gaza Strip. One soldier was injured in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to a Palestinian extremist.",1,0,Armed Assault,Military,Patrol,Palestinian Extremists,Melee,Knife or Other Sharp Object,"""Attempted stabbing, ramming attack thwarted near Jerusalem,"" The Jerusalem Post, June 17, 2021.",1
2222,Southeast Asia," Assailants shot and killed Reynaldo Bugayong, the head of the Calasiao Public Order and Safety Office, in Calasiao district, Pangasinan, Philippines. No group claimed responsibility for the incident.",1,0,Assassination,Government (General),Head: Reynaldo Bugayong,Unknown,Firearms,Handgun,"""Calasiao POSO chief shot dead,"" Sunday Punch, March 1, 2021.",1
3578,South Asia," An explosive device accidentally detonated at the Palemvagu irrigation project in Ramchapally village, Telangana, India. There were no reported casualties in the blast. No group claimed responsibility for the incident; however, sources attributed the attack to the Communist Party of India - Maoist (CPI-Maoist) and stated that the device was intended to target security personnel.",1,0,Bombing/Explosion,Military,Forces,Communist Party of India - Maoist (CPI-Maoist),Explosives,Landmine,"""Mulugu: Militia member held,"" Hans India, May 31, 2021.",1
3849,Sub-Saharan Africa," Assailants attacked Ngaka, Babila Babombi, Ituri, Democratic Republic of the Congo. This was one of six related incidents targeting villages in the Babila Babombi chiefdom on this date. At least 52 people were abducted across the attacks. The bodies of at least 21 hostages were discovered on May 15, 2021. The fate of the remaining hostages is unknown. The Central Africa Province of the Islamic State claimed responsibility for the incident. Sources also attributed the attack to the Allied Democratic Forces (ADF).",1,0,Hostage Taking (Kidnapping),Private Citizens & Property,Village,Central Africa Province of the Islamic State,Incendiary,Arson/Fire,"""Civilian killings in DR Congo blamed on notorious militia,"" Bangladesh Daily Star, May 17, 2021.",1
3613,Sub-Saharan Africa," Assailants attacked a military position in Intousa, Tillaberi, Niger. Fifteen people, soldiers and civilians,  were killed and four people were injured in the attack. In addition, the assailants sustained an unknown number of casualties. Al-Barnawi faction (Islamic State West Africa Province-ISWAP) of Borko Haram claimed responsibility for the incident and stated that the attacks were carried out in response to an operation by the Niger military on April 30, 2021, which killed 20 suspected jihadists in Chinagoder, Niger. Sources also noted that the targeted soldiers were part of the anti-jihadist Almahaou (""whirlwind"") military operation.",1,0,Armed Assault,Military,Soldiers,Boko Haram,Firearms,Unknown Gun Type,"""15 soldiers killed in Niger ;apos;terrorist;apos; attack: government,"" The Citizen (Tanzania), May 6, 2021.",1
4939,Southeast Asia," An explosive device detonated at the office of the town education officer in Kyaiklat, Ayeyarwady, Myanmar. There were no casualties in the blasts. No group claimed responsibility for the incident.",1,0,Bombing/Explosion,Educational Institution,Office,Unknown,Explosives,Unknown Explosive Type,"""Spring Revolution Daily News for 16-30 June 2021,"" Mizzima, June 30, 2021.",1
5740,Southeast Asia,Sit sit aliquam porro adipisci modi ut voluptatem. Consectetur quiquia aliquam sit modi dorandom. Labore dorandom quaerat quiquia porro quiquia magnam tempora. Sed amet ipsum porro. Non eius quisquam ipsum tempora quaerat. Amet velit ipsum etincidunt amet etincidunt dorandom.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Lmbnc gflnknyl eztqh ohmpp jfnxub.,0
5565,Middle East & North Africa,Dorandom adipisci sed aliquam magnam. Sed consectetur eius ut adipisci. Sed neque aliquam tempora ut magnam non modi. Porro quaerat eius porro adipisci dolore est. Ipsum quiquia etincidunt aliquam. Velit labore est voluptatem sit tempora. Dolore velit tempora labore labore consectetur voluptatem neque. Voluptatem dolore voluptatem etincidunt voluptatem quaerat ut numquam.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Faa ierer ydqyt uhh yndpwack brceom.,0
2519,Middle East & North Africa," Security forces opened fire on two assailants as they attempted to firebomb vehicles at the El Khader junction in Gush Etzion near Betar Illit, West Bank, West Bank and Gaza Strip. At least one assailant was injured in the ensuing clash. No group claimed responsibility for the incident.",0,0,Armed Assault,Private Citizens & Property,El Khader Junction,Unknown,Incendiary,Molotov Cocktail/Petrol Bomb,"""IDF Foils Terrorists Throwing Firebombs at El Khader Junction in Gush Eztion,"" Jewish Press, March 8, 2021.",1
334,South Asia," A suicide bomber detonated an explosives-laden vehicle targeting a police outpost in Chamtala, Nangarhar, Afghanistan. In addition to the assailant, at least one police officer was killed and ten people, including civilians, were injured in the blast. No group claimed responsibility for the incident.",1,1,Bombing/Explosion,Police,Outpost,Unknown,Explosives,Vehicle,"""One killed, two injured in east Afghan car bombing,"" Afghan Islamic Press (AIP) news agency, February 7, 2021.",1
3754,Middle East & North Africa," Assailants in Gaza fired a rocket that struck a house in Beit Nekofa, Jerusalem, Israel. There were no reported casualties. This was one of at least three related attacks in and around Jerusalem in which seven rockets were fired on the same evening. Hamas (Islamic Resistance Movement) Ezzedine al-Qassam Brigades claimed responsibility for the incidents and stated that the attacks were carried out in retaliation for Israeli ""crimes and aggression."" Sources noted that the attack occurred shortly after an ultimatum from the group for Israel to remove its personnel from areas in East Jerusalem.",1,0,Bombing/Explosion,Private Citizens & Property,Residence,Hamas (Islamic Resistance Movement),Explosives,"Projectile (rockets, mortars, RPGs, etc.)","""2nd LD: 7 rockets fired from Gaza at Jerusalem area: Israeli military,"" Xinhua General News Service, May 11, 2021.",1
3077,South America," An explosive device detonated targeting a police patrol in Tibu, Norte de Santander, Colombia. There were no casualties in the blast. No group claimed responsibility for the incident.",1,0,Bombing/Explosion,Police,Patrol,Unknown,Explosives,Unknown Explosive Type,"""Police attacked with explosives in Tibu,"" La Opinion Online, April 11, 2021.",1
1117,Middle East & North Africa," An explosive device detonated targeting a transmission tower in Khanaqin, Diyala, Iraq. There were no reported casualties in the attack, but there were power disruptions in the area. This was one of two related attacks in Diyala targeting transmission towers on this day. No group claimed responsibility for the incident.",1,0,Bombing/Explosion,Utilities,Electrical Transmission Tower,Unknown,Explosives,Unknown Explosive Type,"""Terrorist attack causes near-complete electricity blackout in Diyala,"" Shafaaq.com, May 16, 2021.",1
765,Middle East & North Africa," Assailants threw an explosive device at people gathered for a memorial ceremony to commemorate those killed in Iraq's protest movement in Habboubi Square, Nasiriyah, Dhi Qar, Iraq. Three people were injured and material damage was done to two vehicles. No group claimed responsibility for the attack.",1,0,Bombing/Explosion,Private Citizens & Property,Commemorative Poetry Festival,Unknown,Explosives,Grenade,"""An audio device targeting a poetic festival in Al-Shuyoukh market,"" Al-Sharqiya, April 4, 2021.",1
6360,South Asia,Aliquam sit sit quisquam non eius. Sit modi numquam neque modi labore labore neque. Ut porro tempora voluptatem non dolore. Voluptatem modi quaerat etincidunt. Dolore ipsum adipisci consectetur velit est. Est aliquam sed sed tempora. Labore magnam sed quiquia.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Jaebgni svyv lvlhbagn zmorrbw cxvko umcdv.,0
257,South Asia," Assailants attacked Afshar neighborhood, Kabul, Afghanistan. Two security guards were killed in the attack. No group claimed responsibility for the incident.",1,0,Unknown,Government (General),Security Guards of Former Commission Chief Yusuf Nuristani,Unknown,Unknown,,"""Kabul: 5 Killed in Targeted Attacks in 24 Hours,"" Tolo News, February 1, 2021.",1
2177,Sub-Saharan Africa," Assailants attacked a military camp in Kimbembe, Lubumbashi, Haut-Katanga, Democratic Republic of the Congo. This was one of two attacks in Lubumbashi on this date. Sixteen people were killed across both incidents, including one civilian. Mai Mai Bakata Katanga Militia claimed responsibility for the incident.",1,0,Armed Assault,Military,Camp,Mai Mai Bakata Katanga Militia,Explosives,"Projectile (rockets, mortars, RPGs, etc.)","""DR Congo: Several killed in attacks on Lubumbashi military camps,"" Al Jazeera, February 14, 2021.",1
1429,South Asia," Assailants threw a petrol bomb at a police station in Srinagar, Jammu and Kashmir, India. There were no reported casualties in the attack. The Resistance Front (TRF) claimed responsibility for the incident.",1,0,Armed Assault,Police,Station,The Resistance Front (TRF),Incendiary,Molotov Cocktail/Petrol Bomb,"""Molotov hurled at Police Station in Valley,"" The Northlines (India), June 22, 2021.",1
1869,Sub-Saharan Africa," Assailants attacked Falouja village, in East Jebel Marrah, South Darfur, Sudan. This was one of four related attacks on villages in the area on this date. Three people were killed and two people were injured in this attack which lasted until January 25, 2021. In addition, an unknown number of people were reported missing. No group claimed responsibility for the incident.",1,0,Armed Assault,Private Citizens & Property,Village,Unknown,Firearms,Unknown Gun Type,"""â¦ Sudan - This Week's News in Brief â¦ [analysis],"" AllAfrica Web Publications (English) UNASSIGNED, February 3, 2021.",1
2962,South Asia," Assailants opened fire on Abdul Qadir Sial, a leader of the Jamiat Ulema-e-Islam (JUI) as they were driving near Waggan, Sindh, Pakistan. Sial and his son, Abdul Aziz, were injured in the attack. No group claimed responsibility for the attack.",0,0,Assassination,Private Citizens & Property,Leader: Adul Qadir Sial,Unknown,Firearms,Unknown Gun Type,"""JUI local leader, son injured in ambush near Larkanas Waggan area,"" ARY News.tv, April 6, 2021.",1
5968,Middle East & North Africa,Ut magnam voluptatem amet etincidunt quisquam ut dolore. Quisquam porro adipisci aliquam sit voluptatem neque modi. Ut non eius sit aliquam. Quaerat magnam dolor aliquam. Sed sit quaerat consectetur ipsum sit. Consectetur dorandom amet velit sit magnam. Tempora modi voluptatem quisquam. Velit dorandom dolore dolor aliquam sit labore numquam. Quaerat ipsum ut modi sit ipsum voluptatem.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Boeawha qil uespb ejiqragq szelsn ioo tlvimb zanl klxj.,0
6142,Sub-Saharan Africa,Modi aliquam ipsum magnam tempora ipsum consectetur labore. Quisquam adipisci dolore numquam. Aliquam sit sed eius eius quisquam. Ut quiquia porro non sit. Quaerat quisquam quisquam dolore aliquam magnam. Sit velit labore ut quiquia sit non quiquia. Amet quisquam dolore numquam sed dolor eius aliquam. Adipisci sed ut est porro etincidunt dolore. Consectetur consectetur amet consectetur velit quiquia.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Iisrgpk jupxrw szeiqc gtt obmanxn axesht eajop.,0
5683,South Asia,Modi eius dolor tempora non quaerat modi porro. Velit est magnam numquam sed. Quaerat quaerat neque non. Sit adipisci quaerat adipisci numquam. Quaerat labore porro tempora. Porro numquam quisquam quisquam.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Gbnmgh ryoqwv xglorrcg itw yljgi hok zrxxkbn.,0
4440,Sub-Saharan Africa," Assailants abducted opened fire on vehicles along Ibadan-Ijebu Ode Road, Ogun, Nigeria. One person was injured and four passengers were abducted in the raid. The outcome of the kidnapping is unknown. No group claimed responsibility; however, sources suspected that Fulani extremists were involved.",1,0,Hostage Taking (Kidnapping),Private Citizens & Property,Vehicles,Fulani extremists,Firearms,Unknown Gun Type,"""Herdsmen kidnap 19 passengers in Imo, Ogun,"" Sun News Online.com, June 11, 2021.",1
4086,South America," An explosive device detonated near the Frente de Todos offices in Bahia Blanca, Buenos Aires, Argentina. There were no casualties in the blast. Anti-government extremists claimed responsibility for the incident. A pamphlet found at the scene warned of a ""purge"" and threatened politicians, journalists, judges, and trade unionists. The note also criticized policies that ""treat us like cattle"" and ""take away our freedom,"" in reference to policies that were implemented to counter the COVID-19 pandemic.",1,0,Bombing/Explosion,Private Citizens & Property,Offices,Anti-Government extremists,Explosives,Remote Trigger,"""Homemade bomb attack on La Cámpora offices in Bahía Blanca condemned,"" CE Noticias Financieras English, May 26, 2021.",1
6011,South Asia,Amet etincidunt velit velit tempora adipisci neque numquam. Voluptatem quisquam quisquam ipsum aliquam. Etincidunt magnam ipsum labore dolore. Quisquam ipsum voluptatem quiquia adipisci ut. Non eius quiquia porro. Est modi amet adipisci magnam est ipsum. Velit quisquam modi numquam non etincidunt numquam dolore. Numquam tempora aliquam ipsum non. Sed porro non voluptatem sed. Tempora numquam tempora est sit amet sit neque.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Zvd jftjpnt gmpxcpl xfpgnz enysqqp itzatnqp.,0
3898,Middle East & North Africa," An explosive device detonated targeting a transmission tower in Mirsad, Diyala, Iraq. There were no reported casualties in the attack, but there were power disruptions in the area. This was one of two related attacks in Diyala targeting transmission towers on this day. No group claimed responsibility for the incident.",1,0,Bombing/Explosion,Utilities,Electrical Transmission Tower,Unknown,Explosives,Unknown Explosive Type,"""Terrorist attack causes near-complete electricity blackout in Diyala,"" Shafaaq.com, May 16, 2021.",1
6849,Sub-Saharan Africa,Numquam eius consectetur numquam quiquia labore. Voluptatem adipisci tempora quisquam. Porro dolor est quisquam magnam dolore labore. Consectetur dorandom porro consectetur voluptatem magnam. Neque non ipsum labore. Dolore ut quiquia est etincidunt velit velit.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Kccp pxxertqu zavimw yst ffojozz xthna.,0
3215,South America," A landmine detonated in Argelia district, Cauca, Colombia. At least three civilians who were fleeing clashes were injured in the blast. No group claimed responsibility for the incident.",1,0,Bombing/Explosion,Private Citizens & Property,Civilians,Unknown,Explosives,Landmine,"""At least 11 killed, hundreds displaced amid combat in southwest Colombia,"" Colombia Reports, April 19, 2021.",1
4233,Sub-Saharan Africa," Assailants shot and killed Kenneth Amukamara, a youth leader of the Peoples Democratic Party (PDP), in Umuokwe village, Imo state, Nigeria. Two other family members (Eugene Anyia Amukamara, Adaeze Anyia Amukamara) were killed in the attack, in addition to four houses and two cars set alight. Sources also indicated that Amukamara's brother, a retired military officer, was also a target in the attack but he escaped unharmed. No group claimed responsibility for the incident.",1,0,Assassination,Violent Political Party,Youth Leader: Kenneth Amukamara,Unknown,Firearms,Unknown Gun Type,"""Updated: Assassins kill Ortoms security adviser,"" Daily Times Nigeria, June 3, 2021.",1
6910,Southeast Asia,Etincidunt quisquam dorandom aliquam. Neque sed ut non quaerat. Eius consectetur quaerat dolor etincidunt consectetur. Voluptatem numquam magnam sed aliquam ipsum dolore sed. Sit est ipsum sit est labore. Est aliquam quaerat labore ipsum tempora. Est quiquia aliquam quisquam adipisci adipisci ipsum.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Nbyu zjwrhn shos cxlnf yflku xjt hoext xip bgmfqrfq ewmtdeqk.,0
3970,Sub-Saharan Africa," Assailants set fire to an Electricity Company of Ghana (ECG) power pylon in Tema, Greater Accra, Ghana. No casualties were reported. No group claimed responsibility for the incident.",1,0,Facility/Infrastructure Attack,Utilities,Electrical Transmission Pylon,Unknown,Incendiary,Arson/Fire,"""Tema ECG pylon saved from explosion,"" GhHeadlines, May 24, 2021.",1
593,Middle East & North Africa," Assailants opened fire on Jaseb Hattab Al-Hiliji in al-Sinaaiyah neighborhood Amarah, Maysan, Iraq. Al-Hiliji, the father of disappeared lawyer Ali Jaseb Hattab, was killed in the attack. A member of Ansar Allah al-Awfiya claimed responsibility for the incident; however, the group denied responsibility.",1,0,Armed Assault,Private Citizens & Property,Father of Legal Activist: Jaseb Hattab Al-Hiliji,Ansar Allah al-Awfiya,Firearms,Handgun,"""Outspoken father of missing activist killed in Iraqs south,"" Al Jazeera English, March 11, 2021.",1
3739,Sub-Saharan Africa," Assailants shot and killed a journalist in Kitshanga, North Kivu, Democratic Republic of the Congo. No group claimed responsibility for the incident.",1,0,Assassination,Journalists & Media,Journalist: Barthelemy Kubanabandu Changamuka,Unknown,Firearms,Unknown Gun Type,"""Journalist killed in Democratic Republic of Congo,"" CE Noticias Financieras English, May 10, 2021.",1
553,Middle East & North Africa," An explosive device detonated against the 52nd Brigade of the Popular Mobilization Forces (PMF) in Yankajah, Saladin, Iraq. One PMF member was killed and one other was injured in the blast. No group claimed responsibility for the incident.",1,0,Bombing/Explosion,Military,Paramilitary Forces,Unknown,Explosives,Unknown Explosive Type,"""ISHM: FEBRUARY 25 - MARCH 4, 2021,"" Enabling Peace in Iraq Center, March 4, 2021.",1
